"","SampleID","Pi"
"1","D75002",0.0135861244510047
"2","D75004",0.0162862005842236
"3","D75009",0.0128912689312298
"4","D75010",0.00986416643991332
"5","D75011",0.00950390901841564
"6","D75012",0.0188224665492714
"7","D75015",0.0170646349489678
"8","D75016",0.0083758786258898
"9","D75017",0.0166313239425225
"10","D75018",0.0108536677137335
"11","D75019",0.0191883553807203
"12","D75021",0.0197269627234955
"13","D75022",0.0105291006417696
"14","D75023",0.0162611420798287
"15","D75024",0.0186893475969206
"16","D75025",0.0111957615973666
"17","D75026",0.0162066294100951
"18","D75027",0.0184910988588773
"19","D75028",0.0129391655658198
"20","D75029",0.0148294451369944
"21","D75030",0.0121482800599213
"22","D75031",0.0135603169029728
"23","D75033",0.0210964705628072
"24","D75035",0.00993558469453978
"25","D75036",0.0169267189339637
"26","D75043",0.0133984065062316
"27","D75044",0.0153724584562887
"28","D75045",0.0323056444121153
"29","D75047",0.0134342374158029
"30","D75049",0.0123923284033193
"31","D75051",0.0100556519007619
"32","D75052",0.0105548708040671
"33","D75053",0.0129146488880874
"34","D75055",0.0115325492520657
"35","D75056",0.0126676350314263
"36","D75057",0.00925352681182075
"37","D75058",0.0193442982959655
"38","D75059",0.011069344989105
"39","D75060",0.0138031226063689
"40","D75062",0.0111533330507317
"41","D75063",0.00992705788777644
"42","D75065",0.0230899881186717
"43","D75075",0.0118800433442848
"44","D75076",0.0108134473596132
"45","D75080",0.0204135887330396
"46","D75083",0.00749472127317803
"47","D75089",0.0155665439820628
"48","D75092",0.0136805550843805
"49","D75113",0.0135794585854816
"50","D75129",0.0102215452295141
"51","D75139",0.00755880912923791
"52","D75141",0.0224639038207838
"53","D75142",0.00921975712922294
"54","D75143",0.0105802559668689
"55","D75147",0.00875423125771168
"56","D75148",0.0302170429345419
"57","D75151",0.0210016050199218
"58","D75152",0.0267118823535642
"59","D75153",0.0097019722610426
"60","D75155",0.023468277530171
"61","D75156",0.0123225421810813
"62","D75157",0.0120148641706878
"63","D75158",0.00999431598934294
"64","D75160",0.0119964064482426
"65","D75161",0.0123808703903076
"66","D75162",0.0077266575894478
"67","D75164",0.0180158017833168
